numAnts iteration alpha beta time_path Path_length total_path_time 
5 0 0.25 0.75 0.00600004196167 26 0.123000144958 
5 0 0.25 0.75 0.0110001564026 25 0.123000144958 
5 0 0.25 0.75 0.0169999599457 25 0.123000144958 
5 0 0.25 0.75 0.0230000019073 25 0.123000144958 
5 0 0.25 0.75 0.0280001163483 23 0.123000144958 
5 1 0.25 0.75 0.0329999923706 28 0.123000144958 
5 1 0.25 0.75 0.0360000133514 27 0.123000144958 
5 1 0.25 0.75 0.039999961853 27 0.123000144958 
5 1 0.25 0.75 0.0440001487732 27 0.123000144958 
5 1 0.25 0.75 0.0480000972748 25 0.123000144958 
5 2 0.25 0.75 0.0520000457764 30 0.123000144958 
5 2 0.25 0.75 0.055999994278 29 0.123000144958 
5 2 0.25 0.75 0.0590000152588 29 0.123000144958 
5 2 0.25 0.75 0.0629999637604 29 0.123000144958 
5 2 0.25 0.75 0.0670001506805 27 0.123000144958 
5 3 0.25 0.75 0.0710000991821 32 0.123000144958 
5 3 0.25 0.75 0.0750000476837 31 0.123000144958 
5 3 0.25 0.75 0.0780000686646 31 0.123000144958 
5 3 0.25 0.75 0.0820000171661 31 0.123000144958 
5 3 0.25 0.75 0.0859999656677 29 0.123000144958 
5 4 0.25 0.75 0.0889999866486 34 0.123000144958 
5 4 0.25 0.75 0.0929999351501 33 0.123000144958 
5 4 0.25 0.75 0.0970001220703 33 0.123000144958 
5 4 0.25 0.75 0.101000070572 33 0.123000144958 
5 4 0.25 0.75 0.104000091553 31 0.123000144958 
5 5 0.25 0.75 0.108000040054 36 0.123000144958 
5 5 0.25 0.75 0.111999988556 35 0.123000144958 
5 5 0.25 0.75 0.115000009537 35 0.123000144958 
5 5 0.25 0.75 0.118999958038 35 0.123000144958 
5 5 0.25 0.75 0.123000144958 33 0.123000144958 
5 0 0.25 0.75 0.00600004196167 26 0.123000144958 
5 0 0.25 0.75 0.0110001564026 25 0.123000144958 
5 0 0.25 0.75 0.0169999599457 25 0.123000144958 
5 0 0.25 0.75 0.0230000019073 25 0.123000144958 
5 0 0.25 0.75 0.0280001163483 23 0.123000144958 
5 1 0.25 0.75 0.0329999923706 28 0.123000144958 
