numAnts iteration alpha beta time_path Path_length total_path_time 
6 0 0.5 0.5 0.00600004196167 25 6.98199987411 
6 0 0.5 0.5 0.010999917984 24 6.98199987411 
6 0 0.5 0.5 0.0169999599457 24 6.98199987411 
6 0 0.5 0.5 0.021999835968 24 6.98199987411 
6 0 0.5 0.5 0.0279998779297 22 6.98199987411 
6 0 0.5 0.5 0.0339999198914 26 6.98199987411 
6 1 0.5 0.5 0.0379998683929 27 6.98199987411 
6 1 0.5 0.5 0.0409998893738 26 6.98199987411 
6 1 0.5 0.5 0.0449998378754 26 6.98199987411 
6 1 0.5 0.5 0.0490000247955 26 6.98199987411 
6 1 0.5 0.5 0.0529999732971 24 6.98199987411 
6 1 0.5 0.5 0.0569999217987 28 6.98199987411 
6 2 0.5 0.5 0.0599999427795 29 6.98199987411 
6 2 0.5 0.5 0.0639998912811 28 6.98199987411 
6 2 0.5 0.5 0.0679998397827 28 6.98199987411 
6 2 0.5 0.5 0.0720000267029 28 6.98199987411 
6 2 0.5 0.5 0.0750000476837 26 6.98199987411 
6 2 0.5 0.5 0.0789999961853 30 6.98199987411 
6 3 0.5 0.5 0.0829999446869 31 6.98199987411 
6 3 0.5 0.5 0.0869998931885 30 6.98199987411 
6 3 0.5 0.5 0.0899999141693 30 6.98199987411 
6 3 0.5 0.5 0.0939998626709 30 6.98199987411 
6 3 0.5 0.5 0.0980000495911 28 6.98199987411 
6 3 0.5 0.5 0.101999998093 32 6.98199987411 
6 4 0.5 0.5 0.105000019073 33 6.98199987411 
6 4 0.5 0.5 0.108999967575 32 6.98199987411 
6 4 0.5 0.5 0.112999916077 32 6.98199987411 
6 4 0.5 0.5 0.116999864578 32 6.98199987411 
6 4 0.5 0.5 0.121000051498 30 6.98199987411 
6 4 0.5 0.5 0.123999834061 34 6.98199987411 
6 5 0.5 0.5 0.128999948502 35 6.98199987411 
6 5 0.5 0.5 0.132999897003 34 6.98199987411 
6 5 0.5 0.5 0.136999845505 34 6.98199987411 
6 5 0.5 0.5 0.141000032425 34 6.98199987411 
6 5 0.5 0.5 0.144000053406 32 6.98199987411 
6 5 0.5 0.5 0.148000001907 36 6.98199987411 
6 6 0.5 0.5 0.151999950409 37 6.98199987411 
6 6 0.5 0.5 0.155999898911 36 6.98199987411 
6 6 0.5 0.5 0.158999919891 36 6.98199987411 
6 6 0.5 0.5 0.162999868393 36 6.98199987411 
6 6 0.5 0.5 0.167000055313 34 6.98199987411 
6 6 0.5 0.5 0.171000003815 38 6.98199987411 
6 7 0.5 0.5 0.174999952316 39 6.98199987411 
6 7 0.5 0.5 0.177999973297 38 6.98199987411 
6 7 0.5 0.5 0.181999921799 38 6.98199987411 
6 7 0.5 0.5 0.1859998703 38 6.98199987411 
6 7 0.5 0.5 0.19000005722 36 6.98199987411 
6 7 0.5 0.5 0.192999839783 40 6.98199987411 
6 8 0.5 0.5 0.197000026703 41 6.98199987411 
6 8 0.5 0.5 0.200999975204 40 6.98199987411 
6 8 0.5 0.5 0.204999923706 40 6.98199987411 
6 8 0.5 0.5 0.208999872208 40 6.98199987411 
