time_taken path_length 
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.915999889374 24
0.915999889374 24
0.915999889374 24
0.915999889374 24
0.915999889374 24
0.915999889374 24
0.915999889374 24
0.915999889374 24
0.915999889374 24
0.915999889374 24
0.915999889374 24
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
0.970999956131 26
