time_taken path_length 
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
0.551000118256 29
