numAnts iteration time_path Path_length 
10 0 0.000999927520752 13 
10 0 0.00599980354309 13 
10 0 0.00999999046326 13 
10 0 0.0209999084473 13 
10 0 0.0279998779297 15 
10 0 0.0339999198914 16 
10 0 0.039999961853 17 
10 0 0.0459997653961 22 
10 0 0.0609998703003 22 
10 0 0.0679998397827 18 
10 1 0.0719997882843 14 
10 1 0.0759999752045 14 
10 1 0.0799999237061 14 
10 1 0.0849997997284 14 
10 1 0.0889999866486 16 
10 1 0.0929999351501 17 
10 1 0.0979998111725 18 
10 1 0.101999998093 23 
10 1 0.106999874115 23 
10 1 0.111999988556 19 
10 2 0.116999864578 15 
10 2 0.12099981308 15 
10 2 0.125 15 
10 2 0.128999948502 15 
10 2 0.133999824524 17 
10 2 0.137999773026 18 
10 2 0.141999959946 19 
10 2 0.148000001907 24 
10 2 0.151999950409 24 
10 2 0.155999898911 20 
10 3 0.159999847412 16 
10 3 0.164999961853 16 
10 3 0.169999837875 16 
10 3 0.174999952316 16 
10 3 0.178999900818 18 
10 3 0.182999849319 19 
10 3 0.18799996376 20 
10 3 0.191999912262 25 
10 3 0.196999788284 25 
10 3 0.200999975204 21 
10 4 0.204999923706 17 
10 4 0.208999872208 17 
10 4 0.213999986649 17 
10 4 0.218999862671 17 
10 4 0.222999811172 19 
10 4 0.226999998093 20 
10 4 0.231999874115 21 
10 4 0.235999822617 26 
10 4 0.240999937057 26 
10 4 0.244999885559 22 
10 5 0.25 18 
10 5 0.253999948502 18 
10 5 0.257999897003 18 
10 5 0.261999845505 18 
10 5 0.265999794006 20 
10 5 0.270999908447 21 
10 5 0.274999856949 22 
10 5 0.27999997139 27 
10 5 0.283999919891 27 
10 5 0.287999868393 23 
10 6 0.291999816895 19 
10 6 0.296999931335 19 
10 6 0.300999879837 19 
10 6 0.305999994278 19 
10 6 0.30899977684 21 
10 6 0.313999891281 22 
10 6 0.317999839783 23 
10 6 0.321999788284 28 
10 6 0.334999799728 28 
10 6 0.337999820709 24 
10 7 0.341999769211 20 
10 7 0.349999904633 20 
10 7 0.354999780655 20 
10 7 0.358999967575 20 
10 7 0.362999916077 22 
10 7 0.37099981308 23 
10 7 0.375 24 
10 7 0.379999876022 29 
10 7 0.383999824524 29 
10 7 0.388999938965 25 
10 8 0.392999887466 21 
10 8 0.40099978447 21 
10 8 0.40499997139 21 
10 8 0.408999919891 21 
10 8 0.413999795914 23 
10 8 0.417999982834 24 
10 8 0.421999931335 25 
10 8 0.426999807358 30 
10 8 0.430999994278 30 
10 8 0.4359998703 26 
10 9 0.439999818802 22 
10 9 0.443999767303 22 
10 9 0.448999881744 22 
10 9 0.452999830246 22 
10 9 0.456999778748 24 
10 9 0.461999893188 25 
10 9 0.466999769211 26 
10 9 0.473999977112 31 
10 9 0.477999925613 31 
10 9 0.482999801636 27 
10 10 0.487999916077 23 
10 10 0.491999864578 23 
10 10 0.496999979019 23 
10 10 0.500999927521 23 
10 10 0.504999876022 25 
10 10 0.508999824524 26 
10 10 0.513999938965 27 
10 10 0.518999814987 32 
10 10 0.523000001907 32 
10 10 0.526999950409 28 
10 0 0.000999927520752 13 
10 0 0.00599980354309 13 
10 0 0.00999999046326 13 
10 0 0.0209999084473 13 
10 0 0.0279998779297 15 
10 0 0.0339999198914 16 
10 0 0.039999961853 17 
10 0 0.0459997653961 22 
10 0 0.0609998703003 22 
10 0 0.0679998397827 18 
10 1 0.0719997882843 14 
10 1 0.0759999752045 14 
10 1 0.0799999237061 14 
10 1 0.0849997997284 14 
10 1 0.0889999866486 16 
10 1 0.0929999351501 17 
10 1 0.0979998111725 18 
10 1 0.101999998093 23 
10 1 0.106999874115 23 
10 1 0.111999988556 19 
10 2 0.116999864578 15 
10 2 0.12099981308 15 
10 2 0.125 15 
10 2 0.128999948502 15 
10 2 0.133999824524 17 
10 2 0.137999773026 18 
10 2 0.141999959946 19 
10 2 0.148000001907 24 
10 2 0.151999950409 24 
10 2 0.155999898911 20 
10 3 0.159999847412 16 
10 3 0.164999961853 16 
10 3 0.169999837875 16 
10 3 0.174999952316 16 
10 3 0.178999900818 18 
10 3 0.182999849319 19 
10 3 0.18799996376 20 
10 3 0.191999912262 25 
10 3 0.196999788284 25 
10 3 0.200999975204 21 
10 4 0.204999923706 17 
10 4 0.208999872208 17 
10 4 0.213999986649 17 
10 4 0.218999862671 17 
10 4 0.222999811172 19 
10 4 0.226999998093 20 
10 4 0.231999874115 21 
10 4 0.235999822617 26 
10 4 0.240999937057 26 
10 4 0.244999885559 22 
10 5 0.25 18 
10 5 0.253999948502 18 
10 5 0.257999897003 18 
10 5 0.261999845505 18 
10 5 0.265999794006 20 
10 5 0.270999908447 21 
10 5 0.274999856949 22 
10 5 0.27999997139 27 
10 5 0.283999919891 27 
10 5 0.287999868393 23 
10 6 0.291999816895 19 
10 6 0.296999931335 19 
10 6 0.300999879837 19 
10 6 0.305999994278 19 
10 6 0.30899977684 21 
10 6 0.313999891281 22 
10 6 0.317999839783 23 
10 6 0.321999788284 28 
10 6 0.334999799728 28 
10 6 0.337999820709 24 
10 7 0.341999769211 20 
10 7 0.349999904633 20 
10 7 0.354999780655 20 
10 7 0.358999967575 20 
10 7 0.362999916077 22 
10 7 0.37099981308 23 
10 7 0.375 24 
10 7 0.379999876022 29 
10 7 0.383999824524 29 
10 7 0.388999938965 25 
10 8 0.392999887466 21 
10 8 0.40099978447 21 
10 8 0.40499997139 21 
10 8 0.408999919891 21 
10 8 0.413999795914 23 
10 8 0.417999982834 24 
10 8 0.421999931335 25 
10 8 0.426999807358 30 
10 8 0.430999994278 30 
10 8 0.4359998703 26 
10 9 0.439999818802 22 
10 9 0.443999767303 22 
10 9 0.448999881744 22 
10 9 0.452999830246 22 
10 9 0.456999778748 24 
10 9 0.461999893188 25 
10 9 0.466999769211 26 
10 9 0.473999977112 31 
10 9 0.477999925613 31 
10 9 0.482999801636 27 
10 10 0.487999916077 23 
10 10 0.491999864578 23 
10 10 0.496999979019 23 
10 10 0.500999927521 23 
10 10 0.504999876022 25 
10 10 0.508999824524 26 
10 10 0.513999938965 27 
10 10 0.518999814987 32 
10 10 0.523000001907 32 
10 10 0.526999950409 28 
10 0 0.000999927520752 13 
10 0 0.00599980354309 13 
10 0 0.00999999046326 13 
10 0 0.0209999084473 13 
10 0 0.0279998779297 15 
10 0 0.0339999198914 16 
10 0 0.039999961853 17 
10 0 0.0459997653961 22 
10 0 0.0609998703003 22 
10 0 0.0679998397827 18 
10 1 0.0719997882843 14 
10 1 0.0759999752045 14 
10 1 0.0799999237061 14 
10 1 0.0849997997284 14 
10 1 0.0889999866486 16 
10 1 0.0929999351501 17 
10 1 0.0979998111725 18 
10 1 0.101999998093 23 
10 1 0.106999874115 23 
10 1 0.111999988556 19 
10 2 0.116999864578 15 
10 2 0.12099981308 15 
10 2 0.125 15 
10 2 0.128999948502 15 
10 2 0.133999824524 17 
10 2 0.137999773026 18 
10 2 0.141999959946 19 
10 2 0.148000001907 24 
10 2 0.151999950409 24 
10 2 0.155999898911 20 
10 3 0.159999847412 16 
10 3 0.164999961853 16 
10 3 0.169999837875 16 
10 3 0.174999952316 16 
10 3 0.178999900818 18 
10 3 0.182999849319 19 
10 3 0.18799996376 20 
10 3 0.191999912262 25 
10 3 0.196999788284 25 
10 3 0.200999975204 21 
10 4 0.204999923706 17 
10 4 0.208999872208 17 
10 4 0.213999986649 17 
10 4 0.218999862671 17 
10 4 0.222999811172 19 
10 4 0.226999998093 20 
10 4 0.231999874115 21 
10 4 0.235999822617 26 
10 4 0.240999937057 26 
10 4 0.244999885559 22 
10 5 0.25 18 
10 5 0.253999948502 18 
10 5 0.257999897003 18 
10 5 0.261999845505 18 
10 5 0.265999794006 20 
10 5 0.270999908447 21 
10 5 0.274999856949 22 
10 5 0.27999997139 27 
10 5 0.283999919891 27 
10 5 0.287999868393 23 
10 6 0.291999816895 19 
10 6 0.296999931335 19 
10 6 0.300999879837 19 
10 6 0.305999994278 19 
10 6 0.30899977684 21 
10 6 0.313999891281 22 
10 6 0.317999839783 23 
10 6 0.321999788284 28 
10 6 0.334999799728 28 
10 6 0.337999820709 24 
10 7 0.341999769211 20 
10 7 0.349999904633 20 
10 7 0.354999780655 20 
10 7 0.358999967575 20 
10 7 0.362999916077 22 
10 7 0.37099981308 23 
10 7 0.375 24 
10 7 0.379999876022 29 
10 7 0.383999824524 29 
10 7 0.388999938965 25 
10 8 0.392999887466 21 
10 8 0.40099978447 21 
10 8 0.40499997139 21 
10 8 0.408999919891 21 
10 8 0.413999795914 23 
10 8 0.417999982834 24 
10 8 0.421999931335 25 
10 8 0.426999807358 30 
10 8 0.430999994278 30 
10 8 0.4359998703 26 
10 9 0.439999818802 22 
10 9 0.443999767303 22 
10 9 0.448999881744 22 
10 9 0.452999830246 22 
10 9 0.456999778748 24 
10 9 0.461999893188 25 
10 9 0.466999769211 26 
10 9 0.473999977112 31 
10 9 0.477999925613 31 
10 9 0.482999801636 27 
10 10 0.487999916077 23 
10 10 0.491999864578 23 
10 10 0.496999979019 23 
10 10 0.500999927521 23 
10 10 0.504999876022 25 
10 10 0.508999824524 26 
10 10 0.513999938965 27 
10 10 0.518999814987 32 
10 10 0.523000001907 32 
10 10 0.526999950409 28 
10 0 0.000999927520752 13 
10 0 0.00599980354309 13 
10 0 0.00999999046326 13 
10 0 0.0209999084473 13 
10 0 0.0279998779297 15 
10 0 0.0339999198914 16 
10 0 0.039999961853 17 
10 0 0.0459997653961 22 
10 0 0.0609998703003 22 
