time_taken path_length 
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
2.73000001907 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
1.91000008583 22
