time_taken path_length 
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.589999914169 22
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
0.636000156403 29
