time_taken path_length 
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
0.608999967575 32
