time_taken_bestPath Best_path_length time_taken_path current_path_length 
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
1.04500007629 18 0.00699996948242 30
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
2.50199985504 18 0.0150001049042 22
