time_taken path_length 
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
0.611999988556 27
