X Y Theta 
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0 0.0 0.00197803981893
0.0040796667217 -1.81570421363e-05 -0.0108792190041
0.0202398937018 -0.000593780605321 -0.0603302144773
0.0373807110332 -0.00212355779755 -0.117693369226
0.0546295327773 -0.00464040118589 -0.172089464247
0.0718579690515 -0.00813773836895 -0.228463599086
0.0887184875005 -0.0125625852402 -0.284837733925
0.104753644438 -0.0177001079762 -0.335277749308
0.120442894294 -0.0236056445235 -0.384728744781
0.135834220202 -0.0302490630527 -0.430223660617
0.150985094265 -0.0375955869248 -0.472751516724
0.166079190309 -0.04570537146 -0.513301333012
0.180781109731 -0.0543608560672 -0.550884089571
0.195214457655 -0.063595508649 -0.587477826221
0.209366109242 -0.0733872702067 -0.623082542962
0.22286792226 -0.0834481570021 -0.657698239793
0.235887310842 -0.0938904734729 -0.694291976443
0.248852708736 -0.105093098079 -0.730885713093
0.261302376675 -0.11664922757 -0.765501409925
0.273530853202 -0.128862773314 -0.804073186394
0.285279252854 -0.141538791751 -0.842644962863
0.296366013082 -0.154505965541 -0.88418379906
0.307022009776 -0.168113172171 -0.928689694986
0.316894194871 -0.181845027055 -0.966272451546
0.326421649494 -0.196175953244 -1.00187716829
0.337042898153 -0.213591157316 -1.04440502439
0.345307436526 -0.228346538795 -1.0760536615
0.353169290402 -0.24348771121 -1.1077022986
0.360593697621 -0.258848115694 -1.13341681625
0.367543793486 -0.274103412821 -1.15319721443
0.374086683314 -0.289376479923 -1.17891173208
0.380159075476 -0.30436348536 -1.19275801081
0.386273241154 -0.320052251275 -1.20561526964
0.392185192509 -0.335818329705 -1.21847252846
0.397952220062 -0.351479997736 -1.21748350855
0.403598663501 -0.36679083835 -1.21748350855
0.409448196894 -0.382580181496 -1.21451644882
0.415363060252 -0.39802786467 -1.19572507054
0.421556564653 -0.413205845964 -1.1709995728
0.428295278055 -0.428393529385 -1.13539485606
0.43558519884 -0.442993571123 -1.08000974113
0.443961517233 -0.457343249733 -1.00484422801
0.453481112596 -0.470779966982 -0.90396419725
0.462286168509 -0.480318017088 -0.746710031645
0.463186185976 -0.480972198096 -0.510334273283
0.463794171923 -0.481247928782 -0.341211868765
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
0.464006357243 -0.481314986663 -0.270991455193
