X Y Theta RW LW 
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 -23.2864665375 -35.5370628743
-0.0043021608574 -2.55298361181e-05 0.0118682389136 -23.3006255047 -35.5229039071
-0.00860371574063 -0.000102115748507 0.0237364778271 -23.3148215438 -35.508707868
-0.0129040587609 -0.000229746949777 0.0356047167407 -23.3290600579 -35.4944693538
-0.0172025842001 -0.000408405462635 0.0474729556542 -23.3433466122 -35.4801827996
-0.021498686596 -0.000638066122415 0.0593411945678 -23.3576869408 -35.465842471
-0.025791760828 -0.00091869658062 0.0712094334814 -23.3720869543 -35.4514424575
-0.0300812022017 -0.00125025730949 0.0830776723949 -23.3865527477 -35.4369766641
-0.0343664065346 -0.00163270160755 0.0949459113085 -23.4010906082 -35.4224388035
-0.0386467702408 -0.0020659756062 0.106814150222 -23.4157070241 -35.4078223877
-0.0429216904164 -0.00255001827732 0.118682389136 -23.430408693 -35.3931207188
-0.0471905649243 -0.00308476144182 0.130550628049 -23.445202532 -35.3783268798
-0.0514527924786 -0.00367012977929 0.142418866963 -23.4600956865 -35.3634337252
-0.05570777273 -0.00430604083859 0.154287105876 -23.4750955413 -35.3484338705
-0.0599549063499 -0.00499240504945 0.16615534479 -23.4902097304 -35.3333196814
-0.064193595115 -0.00572912573511 0.178023583703 -23.5054461486 -35.3180832631
-0.0684232419912 -0.00651609912594 0.189891822617 -23.5208129635 -35.3027164482
-0.0726432512183 -0.00735321437401 0.201760061531 -23.5363186272 -35.2872107846
-0.0768530283935 -0.00824035356877 0.213628300444 -23.5519718893 -35.2715575224
-0.0810519805551 -0.0091773917536 0.225496539358 -23.5677818109 -35.2557476009
-0.0852395162663 -0.0101641969435 0.237364778271 -23.583757778 -35.2397716337
-0.0894150456983 -0.0112006301434 0.249233017185 -23.599909517 -35.2236198947
-0.0935779807134 -0.0122865453683 0.261101256098 -23.61624711 -35.2072823018
-0.0977277349478 -0.0134217896633 0.272969495012 -23.632781011 -35.1907484008
-0.101863723894 -0.0146062031252 0.284837733925 -23.6495220636 -35.1740073482
-0.105985364985 -0.0158396189254 0.296705972839 -23.6664815187 -35.1570478931
-0.110092077672 -0.0171218633329 0.308574211753 -23.6836710535 -35.1398583582
-0.114183283511 -0.0184527557394 0.320442450666 -23.7011027917 -35.1224266201
-0.118258406242 -0.0198321086839 0.33231068958 -23.7187893241 -35.1047400876
-0.122316871869 -0.0212597278798 0.344178928493 -23.7367437312 -35.0867856805
-0.126358108744 -0.0227354122422 0.356047167407 -23.7549796059 -35.0685498059
-0.130381547644 -0.0242589539158 0.36791540632 -23.7735110782 -35.0500183336
-0.134386621855 -0.0258301383044 0.379783645234 -23.792352841 -35.0311765708
-0.138372767247 -0.0274487441014 0.391651884148 -23.811520177 -35.0120092348
-0.142339422359 -0.0291145433206 0.403520123061 -23.8310289874 -34.9925004244
-0.146218815439 -0.0307958528251 0.414399342065 -23.8446458892 -34.9788835225
-0.15007968797 -0.0325192667672 0.425278561069 -23.8585181328 -34.965011279
-0.153921582995 -0.0342845811701 0.436157780073 -23.8726584834 -34.9508709284
-0.1577440458 -0.036091587098 0.447036999077 -23.8870802375 -34.9364491742
-0.161546623973 -0.0379400706803 0.457916218082 -23.901797249 -34.9217321628
-0.165328867456 -0.0398298131375 0.468795437086 -23.9168239562 -34.9067054556
-0.169090328596 -0.0417605908068 0.47967465609 -23.9321754117 -34.8913540001
-0.172830562202 -0.0437321751686 0.490553875094 -23.9478673123 -34.8756620994
-0.176549125592 -0.0457443328735 0.501433094098 -23.9639160321 -34.8596133797
-0.180245578653 -0.0477968257703 0.512312313102 -23.9803386559 -34.8431907559
-0.183919483884 -0.0498894109335 0.523191532106 -23.9971530161 -34.8263763957
-0.187570406458 -0.0520218406926 0.53407075111 -24.0143777303 -34.8091516815
-0.191262647232 -0.0542301427301 0.543960950205 -24.0227132977 -34.8008161141
-0.194932867235 -0.0564748531659 0.5538511493 -24.0313059544 -34.7922234574
-0.198580707466 -0.058755752433 0.563741348394 -24.0401696402 -34.7833597715
-0.202205811109 -0.0610726174247 0.573631547489 -24.0493189609 -34.7742104508
-0.205807823575 -0.0634252215163 0.583521746583 -24.0587692246 -34.7647601872
-0.209386392531 -0.0658133345874 0.593411945678 -24.0685364803 -34.7549929315
-0.21294116794 -0.0682367230439 0.603302144773 -24.0786375592 -34.7448918526
-0.216471802089 -0.0706951498417 0.613192343867 -24.0890901182 -34.7344392935
-0.219977949629 -0.0731883745091 0.623082542962 -24.0999126866 -34.7236167251
-0.223459267606 -0.0757161531706 0.632972742057 -24.1111247149 -34.7124046968
-0.226915415493 -0.0782782385712 0.642862941151 -24.1227466278 -34.700782784
-0.230346055226 -0.0808743800997 0.652753140246 -24.1347998795 -34.6887295323
-0.233750851237 -0.0835043238139 0.662643339341 -24.1473070136 -34.6762223981
