X Y Theta RW LW 
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 -35.5370628743 -23.2864665375
-0.0043021608574 2.55298361181e-05 -0.0118682389136 -35.5229039071 -23.3006255047
-0.00860371574063 0.000102115748507 -0.0237364778271 -35.508707868 -23.3148215438
-0.0129040587609 0.000229746949777 -0.0356047167407 -35.4944693538 -23.3290600579
-0.0172025842001 0.000408405462635 -0.0474729556542 -35.4801827996 -23.3433466122
-0.021498686596 0.000638066122415 -0.0593411945678 -35.465842471 -23.3576869408
-0.025791760828 0.00091869658062 -0.0712094334814 -35.4514424575 -23.3720869543
-0.0300812022017 0.00125025730949 -0.0830776723949 -35.4369766641 -23.3865527477
-0.0343664065346 0.00163270160755 -0.0949459113085 -35.4224388035 -23.4010906082
-0.0386467702408 0.0020659756062 -0.106814150222 -35.4078223877 -23.4157070241
-0.0429216904164 0.00255001827732 -0.118682389136 -35.3931207188 -23.430408693
-0.0471905649243 0.00308476144182 -0.130550628049 -35.3783268798 -23.445202532
-0.0514527924786 0.00367012977929 -0.142418866963 -35.3634337252 -23.4600956865
-0.05570777273 0.00430604083859 -0.154287105876 -35.3484338705 -23.4750955413
-0.0599549063499 0.00499240504945 -0.16615534479 -35.3333196814 -23.4902097304
-0.064193595115 0.00572912573511 -0.178023583703 -35.3180832631 -23.5054461486
-0.0684232419912 0.00651609912594 -0.189891822617 -35.3027164482 -23.5208129635
-0.0726432512183 0.00735321437401 -0.201760061531 -35.2872107846 -23.5363186272
-0.0768530283935 0.00824035356877 -0.213628300444 -35.2715575224 -23.5519718893
-0.0810519805551 0.0091773917536 -0.225496539358 -35.2557476009 -23.5677818109
-0.0852395162663 0.0101641969435 -0.237364778271 -35.2397716337 -23.583757778
-0.0894150456983 0.0112006301434 -0.249233017185 -35.2236198947 -23.599909517
-0.0935779807134 0.0122865453683 -0.261101256098 -35.2072823018 -23.61624711
-0.0977277349478 0.0134217896633 -0.272969495012 -35.1907484008 -23.632781011
-0.101863723894 0.0146062031252 -0.284837733925 -35.1740073482 -23.6495220636
-0.105985364985 0.0158396189254 -0.296705972839 -35.1570478931 -23.6664815187
-0.110092077672 0.0171218633329 -0.308574211753 -35.1398583582 -23.6836710535
-0.114183283511 0.0184527557394 -0.320442450666 -35.1224266201 -23.7011027917
-0.118258406242 0.0198321086839 -0.33231068958 -35.1047400876 -23.7187893241
-0.122316871869 0.0212597278798 -0.344178928493 -35.0867856805 -23.7367437312
-0.126358108744 0.0227354122422 -0.356047167407 -35.0685498059 -23.7549796059
-0.130381547644 0.0242589539158 -0.36791540632 -35.0500183336 -23.7735110782
-0.134386621855 0.0258301383044 -0.379783645234 -35.0311765708 -23.792352841
-0.138372767247 0.0274487441014 -0.391651884148 -35.0120092348 -23.811520177
-0.142339422359 0.0291145433206 -0.403520123061 -34.9925004244 -23.8310289874
-0.146218815439 0.0307958528251 -0.414399342065 -34.9788835225 -23.8446458892
-0.15007968797 0.0325192667672 -0.425278561069 -34.965011279 -23.8585181328
-0.153921582995 0.0342845811701 -0.436157780073 -34.9508709284 -23.8726584834
-0.1577440458 0.036091587098 -0.447036999077 -34.9364491742 -23.8870802375
-0.161546623973 0.0379400706803 -0.457916218082 -34.9217321628 -23.901797249
-0.165328867456 0.0398298131375 -0.468795437086 -34.9067054556 -23.9168239562
-0.169090328596 0.0417605908068 -0.47967465609 -34.8913540001 -23.9321754117
-0.172830562202 0.0437321751686 -0.490553875094 -34.8756620994 -23.9478673123
-0.176549125592 0.0457443328735 -0.501433094098 -34.8596133797 -23.9639160321
-0.180245578653 0.0477968257703 -0.512312313102 -34.8431907559 -23.9803386559
-0.183919483884 0.0498894109335 -0.523191532106 -34.8263763957 -23.9971530161
-0.187570406458 0.0520218406926 -0.53407075111 -34.8091516815 -24.0143777303
-0.191262647232 0.0542301427301 -0.543960950205 -34.8008161141 -24.0227132977
-0.194932867235 0.0564748531659 -0.5538511493 -34.7922234574 -24.0313059544
-0.198580707466 0.058755752433 -0.563741348394 -34.7833597715 -24.0401696402
