X Y Theta RW LW 
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 29.4117647059 29.4117647059
0.00430223660617 0.0 0.0 29.4117647059 29.4117647059
0.00860447321233 0.0 0.0 29.4117647059 29.4117647059
0.0129067098185 0.0 0.0 29.4117647059 29.4117647059
0.0172089464247 0.0 0.0 29.4117647059 29.4117647059
0.0215111830308 0.0 0.0 29.4117647059 29.4117647059
0.025813419637 0.0 0.0 29.4117647059 29.4117647059
0.0301156562432 0.0 0.0 29.4117647059 29.4117647059
0.0344178928493 0.0 0.0 29.4117647059 29.4117647059
0.0387201294555 0.0 0.0 29.4117647059 29.4117647059
0.0430223660617 0.0 0.0 29.4117647059 29.4117647059
0.0473246026678 0.0 0.0 29.4117647059 29.4117647059
0.051626839274 0.0 0.0 29.4117647059 29.4117647059
0.0559290758802 0.0 0.0 29.4117647059 29.4117647059
0.0602313124863 0.0 0.0 29.4117647059 29.4117647059
0.0645335490925 0.0 0.0 29.4117647059 29.4117647059
0.0688357856987 0.0 0.0 29.4117647059 29.4117647059
0.0731380223048 0.0 0.0 29.4117647059 29.4117647059
0.077440258911 0.0 0.0 29.4117647059 29.4117647059
0.0817424955172 0.0 0.0 29.4117647059 29.4117647059
0.0860447321233 0.0 0.0 29.4117647059 29.4117647059
0.0903469687295 0.0 0.0 29.4117647059 29.4117647059
0.0946492053357 0.0 0.0 29.4117647059 29.4117647059
0.0989514419418 0.0 0.0 29.4117647059 29.4117647059
0.103253678548 0.0 0.0 29.4117647059 29.4117647059
0.107555915154 0.0 0.0 29.4117647059 29.4117647059
0.11185815176 0.0 0.0 29.4117647059 29.4117647059
0.116160388366 0.0 0.0 29.4117647059 29.4117647059
0.120462624973 0.0 0.0 29.4117647059 29.4117647059
0.124764861579 0.0 0.0 29.4117647059 29.4117647059
0.129067098185 0.0 0.0 29.4117647059 29.4117647059
0.133369334791 0.0 0.0 29.4117647059 29.4117647059
0.137671571397 0.0 0.0 29.4117647059 29.4117647059
0.141973808003 0.0 0.0 29.4117647059 29.4117647059
0.14627604461 0.0 0.0 29.4117647059 29.4117647059
0.150578281216 0.0 0.0 29.4117647059 29.4117647059
0.154880517822 0.0 0.0 29.4117647059 29.4117647059
0.159182754428 0.0 0.0 29.4117647059 29.4117647059
0.163484991034 0.0 0.0 29.4117647059 29.4117647059
0.16778722764 0.0 0.0 29.4117647059 29.4117647059
0.172089464247 0.0 0.0 29.4117647059 29.4117647059
0.176391700853 0.0 0.0 29.4117647059 29.4117647059
0.180693937459 0.0 0.0 29.4117647059 29.4117647059
0.184996174065 0.0 0.0 29.4117647059 29.4117647059
0.189298410671 0.0 0.0 29.4117647059 29.4117647059
0.193600647277 0.0 0.0 29.4117647059 29.4117647059
0.197902883884 0.0 0.0 29.4117647059 29.4117647059
0.20220512049 0.0 0.0 29.4117647059 29.4117647059
0.206507357096 0.0 0.0 29.4117647059 29.4117647059
0.210809593702 0.0 0.0 29.4117647059 29.4117647059
0.215111830308 0.0 0.0 29.4117647059 29.4117647059
0.219414066914 0.0 0.0 29.4117647059 29.4117647059
0.223716303521 0.0 0.0 29.4117647059 29.4117647059
0.228018540127 0.0 0.0 29.4117647059 29.4117647059
0.232320776733 0.0 0.0 29.4117647059 29.4117647059
0.236623013339 0.0 0.0 -67.9107071055 9.08717769372
0.232323814752 0.000161651850201 -0.0751655131192 -67.0244478034 8.20091839167
0.227974946097 0.000651889585799 -0.149342006329 -66.2027139815 7.37918456971
0.223673566636 0.00145881359387 -0.22154045972 -65.4496393843 6.6261099725
0.219440500302 0.00256973259558 -0.291760873292 -64.7616455365 5.9381161247
0.215294423478 0.00397081738254 -0.360003247045 -64.1357446185 5.31221520678
0.211253536248 0.00565135956162 -0.428245620798 -63.5217564304 4.69822701865
0.207334720986 0.00759966101562 -0.494509954732 -62.9648467058 4.14131729404
0.203616532204 0.00976398816277 -0.559785268756 -62.420004858 3.59647544623
0.199984694724 0.0122058620603 -0.624071562871 -61.9219324536 3.09840304181
0.196574703244 0.0148290658118 -0.687368837077 -61.4304166899 2.60688727812
0.193280232052 0.0177099426202 -0.749677091373 -60.9821140126 2.15858460084
0.190222732749 0.0207366467397 -0.81099632576 -60.5351865235 1.71165711173
0.187305426618 0.0239989030994 -0.871326540237 -60.128020788 1.30449137619
0.184590121245 0.027431119343 -0.931656754715 -59.7108990054 0.887369593627
0.182083147574 0.0310183292104 -0.990008929373 -59.3359437443 0.512414332534
0.179789643514 0.0347456379902 -1.04836110403 -58.9451226981 0.1215932863
0.177750665032 0.038534015818 -1.10572425878 -58.5405368695 -0.282992542238
0.175932234435 0.0424330605704 -1.16308741353 -58.1100638705 -0.713465541228
0.174340333687 0.0464299458356 -1.22045056828 -57.6470558567 -1.17647355509
0.172976163455 0.0505101761468 -1.27583568321 -57.208167685 -1.61536172674
0.171839953499 0.0546596660856 -1.33122079814 -56.7251977988 -2.09833161293
0.170931028867 0.0588647934116 -1.38462787325 -56.2568108052 -2.56671860655
0.170247876999 0.0631124449205 -1.43803494836 -55.7291186115 -3.09441080025
0.16978821513 0.0673900553261 -1.48946398365 -55.2025114532 -3.62101795852
0.16954905743 0.0716856395017 -1.54089301894 -54.5956829757 -4.22784643605
0.169526781365 0.0759878184371 -1.59034401442 -53.9700670362 -4.85346237558
0.169711821116 0.0802118275054 -1.63880598998 -53.2538481068 -5.56968130495
0.170105981215 0.0844959700838 -1.68627894564 -52.4722620003 -6.35126741147
0.170698787647 0.0887571694865 -1.73177386147 -51.6272942103 -7.19623520146
0.171480592963 0.0929877746752 -1.77529073749 -50.700585508 -8.12294390374
0.172441555732 0.0971813161824 -1.81682957368 -49.6692709964 -9.15425841533
0.1735717293 0.101332454282 -1.85639037006 -48.5045840896 -10.3189453222
0.174861139317 0.105436922777 -1.89397312662 -47.1699846957 -11.6535447161
0.176299850424 0.109491469628 -1.92957784336 -45.6186318443 -13.2048975674
0.177874063438 0.113495354391 -1.96122648047 -43.9124679382 -14.9110614736
0.179539108276 0.11738175607 -1.98990805784 -41.9458576331 -16.8776717787
0.181307327835 0.121222314872 -2.01463355558 -39.7165430173 -19.1069863945
0.183193079264 0.125089249234 -2.03441395377 -37.1946788343 -21.6288505775
0.185147368796 0.128922001801 -2.05023827232 -34.2169145569 -24.6066148548
0.187150774133 0.132729311464 -2.06012847141 -30.8008049899 -28.0227244218
0.189176737095 0.136524665716 -2.06210651123 73.0216267017 -73.0216267017
0.189176737095 0.136524665716 -1.91770960445 66.6511749319 -66.6511749319
