X Y Theta 
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
-0.00378296368739 1.6836529981e-05 -0.00890117918517
-0.0193490275387 0.000602127711742 -0.0662643339341
-0.0362532623318 0.00227102156436 -0.130550628049
-0.0532417968115 0.0050164784078 -0.189891822617
-0.0698817156048 0.00878170761957 -0.255167136642
-0.08632369572 0.0136047388754 -0.315497351119
-0.10230538657 0.0193600771113 -0.375827565596
-0.117937408506 0.0260067492716 -0.428245620798
-0.133207080806 0.0334482187843 -0.47868563618
-0.148402780724 0.0418366958105 -0.530114671472
-0.162742566459 0.0508029894812 -0.587477826221
-0.176331000694 0.0603649161204 -0.638906861513
-0.187195272826 0.0687481582261 -0.675500598164
-0.200160282429 0.0796078268718 -0.71901747418
-0.212312159117 0.0907208804244 -0.762534350196
-0.224027363609 0.102398658798 -0.805062206303
-0.235392371767 0.114721990836 -0.846601042501
-0.24419826083 0.125052426015 -0.883194779151
-0.254461194701 0.138025039952 -0.919788515801
-0.264242647307 0.151364444322 -0.956382252451
-0.273618706546 0.165081787329 -0.986052849735
-0.282495412009 0.179039603209 -1.02264658639
-0.290685467405 0.192896508887 -1.05132816376
-0.298661373174 0.20730320849 -1.07902072122
-0.306305723584 0.221972238138 -1.10176817914
-0.313603574955 0.236733993849 -1.12154857733
-0.320676569265 0.251686895759 -1.13638387597
-0.327433319962 0.266459676101 -1.14726309498
-0.334119511653 0.281589493175 -1.16209839362
-0.340472441632 0.296459750712 -1.17198859271
-0.346607595547 0.311099984523 -1.17594467235
-0.352785469519 0.32588316022 -1.17396663253
-0.359079522015 0.340778434024 -1.16803251308
-0.365417856624 0.355493525762 -1.1601203538
-0.371809780631 0.369861268573 -1.14429603525
-0.378421665026 0.383965448604 -1.12055955742
-0.385367658762 0.397825198922 -1.09187798005
-0.392778505687 0.411610722614 -1.06319640267
-0.40079443592 0.42531186936 -1.01967952666
-0.409323675344 0.438434879323 -0.969239511274
-0.418427794629 0.450799212273 -0.90297517734
-0.428881860652 0.463038629986 -0.824842604493
-0.440443497984 0.474449907793 -0.732863752912
-0.450710155247 0.482869539942 -0.640884901332
-0.461467252607 0.489729607394 -0.494509954732
-0.462347802482 0.490122666715 -0.345167948403
-0.462205974783 0.490079152207 -0.250222037094
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
-0.46227818208 0.490096130385 -0.211650260625
