X Y Theta 
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.00771371767602 9.91827299779e-05 0.025714517646
0.0259268401664 0.00121739932453 0.0969239511274
0.0444578345376 0.00366911656398 0.16615534479
0.0627785148591 0.00737874489681 0.233408698633
0.0804483511928 0.0122220582409 0.301651072386
0.0976419594984 0.0181081873536 0.358025207226
0.114778845354 0.024997750353 0.406487182789
0.131546573712 0.0327425693195 0.458905237991
0.147684424805 0.0412594937236 0.512312313102
0.163257847084 0.0506262007776 0.57066448776
0.178345156229 0.0608897938113 0.624071562871
0.192669802755 0.0718305928628 0.680445697711
0.20615276214 0.0833413807982 0.732863752912
0.219206052563 0.0956637039301 0.780336708567
0.231640212086 0.108507464114 0.822864564674
0.243658230051 0.122040511602 0.86638144069
0.254996320397 0.135957254954 0.907920276887
0.265967713706 0.15053795343 0.943524993628
0.276263801329 0.165332789071 0.982096770097
0.28588396763 0.180311986776 1.01770148684
0.294995089706 0.195606149652 1.04935012394
0.303767099734 0.211267563327 1.07110856195
0.312265955117 0.227247099843 1.09286699996
0.320224652721 0.243088424444 1.11759249769
0.327828605803 0.259020900824 1.13341681625
0.33525021345 0.275120844073 1.14429603525
0.34244200187 0.291243563615 1.15814231398
0.349436463267 0.307372044436 1.16506545335
0.356579990259 0.324001721288 1.16506545335
0.363739960837 0.340624324918 1.16308741353
0.371041405301 0.357347277645 1.15517525425
0.378380316176 0.373647918304 1.14033995561
0.385857811173 0.389476213678 1.1185815176
0.394041544575 0.405785559061 1.09286699996
0.402753123962 0.421819168255 1.05330620358
0.412092745045 0.437235654885 0.998910108558
0.422598029639 0.45242703174 0.932645774624
0.433949878374 0.46633255469 0.839677903134
0.447239634209 0.479371859775 0.712094334814
0.462310865016 0.490429285867 0.5538511493
0.474876678689 0.49664561143 0.364948346592
0.476152350824 0.497039766094 0.234397718543
0.476733607745 0.49715925722 0.171100444337
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
0.476879819391 0.497184372219 0.169122404518
