X Y Theta RW LW 
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 78.4203605835 -19.5968311717
0.00437137926889 0.000209844951965 0.095934931218 52.2721542213 6.55137519048
0.00864335182653 0.000719246838728 0.141429847053 43.9641413933 14.8593880184
0.0128202197148 0.00137519421691 0.170111424428 37.690997948 21.1325314638
0.017054462087 0.00213705466911 0.185935742979 37.691046237 21.1324831748
0.0212761189046 0.00296582093867 0.201760061531 37.6914649419 21.1320644698
0.0254841330486 0.00386128549935 0.217584380082 37.6922544879 21.1312749239
0.0296774508161 0.00482322412339 0.233408698633 37.6934151323 21.1301142794
0.0338550221842 0.00585139593768 0.249233017185 37.6949469358 21.128582476
0.0380158010731 0.00694554348404 0.265057335736 37.6968497283 21.1266796835
0.0421587456078 0.00810539278374 0.280881654288 37.6991230722 21.1244063396
0.0462828183791 0.00933065340607 0.296705972839 37.7017662202 21.1217631916
0.0503869867033 0.0106210185411 0.31253029139 37.7047780684 21.1187513434
0.0544702228811 0.0119761650764 0.328354609942 37.7081571035 21.1153723083
0.0585315044543 0.0133957536781 0.344178928493 37.7119013434 21.1116280684
0.0625698144626 0.0148794288758 0.360003247045 37.7160082703 21.1075211415
0.0665841416977 0.0164268191516 0.375827565596 37.7204747557 21.1030546561
0.0705734809565 0.0180375370329 0.391651884148 37.7252969757 21.098232436
0.0745368332933 0.0197111791899 0.407476202699 37.7304703158 21.093059096
0.0784732062695 0.0214473265361 0.42330052125 37.7359892627 21.087540149
0.0823816142022 0.0232455443336 0.439124839802 37.7418472834 21.0816821283
0.086261078411 0.0251053823018 0.454949158353 37.7480366874 21.0754927244
0.0901106274633 0.02702637473 0.470773476905 37.7545484711 21.0689809406
0.0939292974172 0.0290080405945 0.486597795456 37.7613721422 21.0621572695
0.0977161320632 0.0310498836786 0.502422114007 37.7684955195 21.0550338923
0.101470183163 0.0331513926968 0.518246432559 37.7759045061 21.0476249056
0.105190510689 0.0353120414233 0.53407075111 37.7835828321 21.0399465797
0.108876183055 0.0375312888233 0.549895069662 37.7915117602 21.0320176515
0.112526277356 0.0398085791888 0.565719388213 37.799669752 21.0238596598
0.116139879594 0.0421433422776 0.581543706765 37.8080320851 21.0154973267
0.119716084909 0.044534993456 0.597368025316 37.8165704166 21.0069589951
0.123253997806 0.0469829338454 0.613192343867 37.8252522829 20.9982771289
0.12669119223 0.0494450846962 0.630005682328 37.8100345174 21.0134948944
0.130147340117 0.0520071700967 0.64583000088 37.8180300197 21.005499392
0.133562513724 0.0546236236219 0.661654319431 37.8259907585 20.9975386533
0.136876398709 0.0572493918186 0.678467657892 37.8085755635 21.0149538482
0.140204373775 0.0599758953997 0.694291976443 37.815309827 21.0082195848
0.143488788911 0.062754718357 0.710116294995 37.8217443974 21.0017850144
0.146728821688 0.0655851648626 0.725940613546 37.8277857314 20.9957436804
0.149867176676 0.0684183998129 0.742753952007 37.8061014243 21.0174279874
0.153013121195 0.0713530672385 0.758578270558 37.8098668684 21.0136625433
0.156112234662 0.0743371475887 0.77440258911 37.8127936057 21.0107358061
0.159163741046 0.0773698936383 0.790226907661 37.8147149686 21.0088144431
0.16216687624 0.0804505459762 0.806051226213 37.8154400493 21.0080893624
0.165120888245 0.0835783331951 0.821875544764 37.8147498154 21.0087795964
0.168025037367 0.0867524720851 0.837699863316 37.8123925208 21.011136891
0.170878596395 0.0899721678297 0.853524181867 37.8080782644 21.0154511474
0.173680850788 0.0932366142048 0.869348500418 37.8014725174 21.0220568943
0.176431098849 0.0965449937805 0.88517281897 37.792188395 21.0313410168
0.179128651907 0.0998964781258 0.900997137521 37.7797773942 21.0437520176
0.181772834483 0.103290228016 0.916821456073 37.7637182506 21.0598111612
0.184362984464 0.106725393644 0.932645774624 37.7434034736 21.0801259382
0.186898453268 0.11020111483 0.948470093175 37.7181230068 21.105406405
0.189378606001 0.113716521241 0.964294411727 37.6870443062 21.1364851055
0.191802821626 0.117270732605 0.980118730278 37.6491879327 21.174341479
0.194170493109 0.120862858934 0.99594304883 37.6033974927 21.2201319191
0.196481027576 0.124492000746 1.01176736738 37.5483024152 21.2752269966
0.19873384646 0.12815724929 1.02759168593 37.4822715911 21.3412578207
0.200928385646 0.131857686774 1.04341600448 37.4033552718 21.4201741399
0.203064095615 0.135592386594 1.05924032304 37.3092117794 21.5143176323
0.205140441576 0.139360413567 1.07506464159 37.1970144084 21.6265150033
0.207156903603 0.143160824164 1.09088896014 37.0633322863 21.7601971255
0.209112976767 0.146992666749 1.10671327869 36.903976692 21.9195527198
0.210977372288 0.150787468675 1.12154857733 36.7477354773 22.0757939344
0.21281890813 0.154675654057 1.13539485606 36.6114903195 22.2120390923
0.214606432266 0.158588964327 1.1492411348 36.4434089441 22.3801204676
0.216339602 0.162526649242 1.16308741353 36.2361554189 22.5873739929
0.218018085055 0.166487953882 1.17693369226 35.9803911267 22.843138285
0.219615504742 0.17040263684 1.18979095108 35.7102143633 23.1133150485
0.221191581078 0.174405788498 1.20165919 35.4356774101 23.3878520017
0.222720037172 0.178427363039 1.21352742891 35.0868053953 23.7367240165
0.224200657734 0.18246679401 1.22539566783 34.6420487621 24.1814806497
0.225637245688 0.186522093612 1.23528586692 34.2056399352 24.6178894765
0.227033656316 0.190591402788 1.24517606601 33.6342810067 25.1892484051
0.228393790453 0.194672980295 1.25308822529 33.03461501 25.7889144018
0.229721588262 0.198765191531 1.26100038457 32.2261751815 26.5973542302
0.231021023528 0.202866497153 1.26693450402 -16.8170152902 16.8170152902
0.231021023528 0.202866497153 1.23528586692 -15.4207518886 15.4207518886
0.231021023528 0.202866497153 1.20561526964 -14.1117549496 14.1117549496
0.231021023528 0.202866497153 1.17792271217 -12.8900244732 12.8900244732
0.231021023528 0.202866497153 1.15418623434 -11.8428269221 11.8428269221
0.231021023528 0.202866497153 1.13242779634 -10.8828958335 10.8828958335
0.231021023528 0.202866497153 1.11264739815 -10.0102312075 10.0102312075
0.231021023528 0.202866497153 1.09286699996 -9.13756658146 9.13756658146
0.231021023528 0.202866497153 1.07506464159 -8.35216841806 8.35216841806
0.231021023528 0.202866497153 1.05924032304 -7.65403671727 7.65403671727
0.231021023528 0.202866497153 1.0453940443 -7.04317147907 7.04317147907
0.231021023528 0.202866497153 1.03154776557 -6.43230624087 6.43230624087
0.231021023528 0.202866497153 1.01967952666 -5.90870746527 5.90870746527
0.231021023528 0.202866497153 1.00978932756 -5.47237515227 5.47237515227
0.231021023528 0.202866497153 0.999899128468 -5.03604283927 5.03604283927
0.231021023528 0.202866497153 0.990008929373 -4.59971052628 4.59971052628
0.231021023528 0.202866497153 0.982096770097 -4.25064467588 4.25064467588
0.231021023528 0.202866497153 0.974184610822 -3.90157882548 3.90157882548
0.231021023528 0.202866497153 0.968250491365 -3.63977943768 3.63977943768
0.231021023528 0.202866497153 0.962316371908 -3.37798004988 3.37798004988
0.231021023528 0.202866497153 0.956382252451 -3.11618066208 3.11618066208
0.231021023528 0.202866497153 0.950448132994 -2.85438127428 2.85438127428
0.231021023528 0.202866497153 0.946492053357 -2.67984834908 2.67984834908
0.231021023528 0.202866497153 0.942535973719 -2.50531542388 2.50531542388
0.231021023528 0.202866497153 0.938579894081 -2.33078249868 2.33078249868
0.231021023528 0.202866497153 0.934623814443 -2.15624957348 2.15624957348
0.231021023528 0.202866497153 0.930667734805 -1.98171664828 1.98171664828
0.231021023528 0.202866497153 0.928689694986 -1.89445018569 1.89445018569
0.231021023528 0.202866497153 0.926711655167 -1.80718372309 1.80718372309
0.231021023528 0.202866497153 0.924733615348 -1.71991726049 1.71991726049
0.231021023528 0.202866497153 0.922755575529 -1.63265079789 1.63265079789
0.231021023528 0.202866497153 0.92077753571 -1.54538433529 1.54538433529
