X Y Theta RW LW 
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 0 0
0.0 0.0 0.0 -46.7367241926 -12.0868052192
-0.00430162852441 7.23315522047e-05 -0.0336266769218 -46.5367619843 -12.2867674275
-0.00859839342605 0.000289244427377 -0.0672533538435 -46.3403623485 -12.4831670632
-0.0128854365812 0.000650493373656 -0.100880030765 -46.1473600741 -12.6761693376
-0.017157910858 0.00115566994606 -0.134506707687 -45.9575923331 -12.8659370787
-0.0213379713877 0.00179095436067 -0.167144364699 -45.7776864432 -13.0458429686
-0.0255683945275 0.00257374416231 -0.198793001802 -45.6112071006 -13.2123223112
-0.0297719290768 0.00349000673819 -0.230441638905 -45.4473020269 -13.3762273849
-0.0339443649746 0.00453882440312 -0.262090276008 -45.285842687 -13.5376867248
-0.0380815233067 0.00571914671101 -0.293738913111 -45.1267014289 -13.6968279829
-0.0421792604913 0.00702979150696 -0.325387550213 -44.9697512366 -13.8537781752
-0.046164271385 0.00844265402538 -0.356047167407 -44.8214574972 -14.0020719146
-0.0501739897575 0.0100019482212 -0.385717764691 -44.6860569607 -14.137472451
-0.0541356848908 0.0116795093933 -0.415388361975 -44.5523718548 -14.271157557
-0.0580458693848 0.0134738608187 -0.445058959259 -44.4203013563 -14.4032280554
-0.0619011011834 0.0153834229661 -0.474729556542 -44.2897442899 -14.5337851219
-0.0656979866039 0.0174065148866 -0.504400153826 -44.160598921 -14.6629304908
-0.0694331833251 0.0195413556933 -0.53407075111 -44.0327627435 -14.7907666683
-0.0731034033287 0.021786066129 -0.563741348394 -43.90613226 -14.9173971518
-0.0766444550261 0.0240963572784 -0.592422925769 -43.7871102475 -15.0364191643
-0.0801799451312 0.0265477955363 -0.620115483234 -43.6806439476 -15.1428854642
-0.0836462017602 0.0290961881272 -0.647808040699 -43.5750843536 -15.2484450582
-0.087040566888 0.0317395808705 -0.675500598164 -43.4703475842 -15.3531818276
-0.0903604376178 0.0344759467365 -0.703193155629 -43.3663481735 -15.4571812382
-0.0936032681774 0.0373031874014 -0.730885713093 -43.2629988671 -15.5605305447
-0.0967665718711 0.0402191348558 -0.758578270558 -43.1602104083 -15.6633190035
-0.0998479229868 0.0432215530673 -0.786270828023 -43.0578913133 -15.7656380985
-0.102844958656 0.0463081396956 -0.813963385488 -42.9559476344 -15.8675817774
-0.105706740411 0.049420485676 -0.840666923044 -42.8608997085 -15.9626297033
-0.108484401119 0.052608132663 -0.867370460599 -42.7660608293 -16.0574685824
-0.111224820929 0.0559246578144 -0.893084978245 -42.6837012183 -16.1398281935
-0.11387906131 0.0593105473304 -0.918799495892 -42.6014881642 -16.2220412476
-0.116445367279 0.0627635624608 -0.944514013538 -42.5193399492 -16.3041894626
-0.118922041993 0.0662814200722 -0.970228531184 -42.4371717779 -16.3863576339
-0.121307447876 0.0698617941572 -0.99594304883 -42.3548955186 -16.4686338932
-0.123600007698 0.0735023173724 -1.02165756648 -42.2724194269 -16.5511099848
-0.125798205617 0.0772005826039 -1.04737208412 -42.1896478521 -16.6338815597
-0.127900588186 0.080954144559 -1.07308660177 -42.1064809219 -16.7170484899
-0.129905765308 0.0847605213824 -1.09880111941 -42.0228142069 -16.8007152048
-0.131812411162 0.0886171962979 -1.12451563706 -41.9385383611 -16.8849910506
-0.133590009689 0.0924534230636 -1.1492411348 -41.8606264184 -16.9629029934
-0.135272221923 0.09633242478 -1.17396663253 -41.7819931362 -17.0415362756
-0.136887812499 0.100319793199 -1.19770311036 -41.7159967826 -17.1075326292
-0.138408310772 0.104344383217 -1.22143958819 -41.6492872027 -17.1742422091
-0.139832860105 0.108403927405 -1.24517606601 -41.5817605077 -17.241768904
-0.141160657914 0.112496138641 -1.26891254384 -41.5133070462 -17.3102223656
-0.142390956126 0.116618711396 -1.29264902167 -41.4438109623 -17.3797184495
-0.143523061598 0.12076932304 -1.3163854995 -41.3731497204 -17.4503796914
-0.14455633651 0.124945635141 -1.34012197732 -41.301193593 -17.5223358188
-0.145490198721 0.129145294793 -1.36385845515 -41.227805108 -17.5957243038
-0.146324122097 0.133365935931 -1.38759493298 -41.1528384537 -17.670690958
-0.147057636813 0.137605180672 -1.4113314108 -41.0761388363 -17.7473905755
-0.147690329609 0.141860640652 -1.43506788863 -40.997541786 -17.8259876258
-0.148214754726 0.146056051313 -1.45781534655 -40.9249689825 -17.8985604292
-0.14864361747 0.15026230488 -1.48056280447 -40.8503969018 -17.97313251
-0.148976695938 0.154477224933 -1.50331026238 -40.7736515862 -18.0498778256
-0.149220101939 0.158772570476 -1.52506870039 -40.7096463354 -18.1138830764
-0.14936999769 0.163072195004 -1.5468271384 -40.6434816778 -18.180047734
-0.149426312227 0.167374063027 -1.56858557641 -40.5749726063 -18.2485568055
-0.149389018891 0.171676137994 -1.59034401442 -40.5039212786 -18.3196081332
-0.149258135337 0.175976383256 -1.61210245243 -40.4301159841 -18.3934134277
-0.149033723527 0.180272763029 -1.63386089043 -40.353330022 -18.4701993897
-0.148715889699 0.18456324336 -1.65561932844 -40.2733204835 -18.5502089282
-0.14830478432 0.188845793089 -1.67737776645 -40.1898269288 -18.6337024829
-0.147800602011 0.19311838481 -1.69913620446 -40.1025699504 -18.7209594613
-0.147203581458 0.197378995831 -1.72089464247 -40.0112496121 -18.8122797997
-0.146514005297 0.201625609133 -1.74265308047 -39.9155437531 -18.9079856586
-0.145747735482 0.205783652289 -1.76342249857 -39.825180838 -18.9983485738
-0.144895277007 0.209924884819 -1.78419191667 -39.7302172304 -19.0933121813
-0.143942611104 0.214120318944 -1.80397231486 -39.6472820879 -19.1762473239
-0.142907149622 0.218296089452 -1.82375271305 -39.5595884131 -19.2639409986
-0.141789297686 0.222450562567 -1.84353311124 -39.4667584121 -19.3567709997
-0.140589492656 0.226582112846 -1.86331350943 -39.368384354 -19.4551450578
-0.139308203959 0.230689123813 -1.88309390762 -39.2640259571 -19.5595034546
-0.1379459329 0.234769988596 -1.90287430581 -39.1532075353 -19.6703218764
-0.136503212469 0.23882311055 -1.922654704 -39.0354148845 -19.7881145273
-0.134980607134 0.242846903886 -1.94243510219 -38.9100918864 -19.9134375253
-0.133408272158 0.246771729366 -1.96122648047 -38.789085055 -20.0344443568
-0.131735552361 0.250735471069 -1.97902883884 -38.6785781 -20.1449513117
-0.129992537395 0.254668807903 -1.99683119721 -38.5601801579 -20.2633492539
-0.128179779651 0.25857049333 -2.01463355558 -38.4332461741 -20.3902832376
-0.126297853619 0.262439290847 -2.03243591395 -38.2970755765 -20.5264538353
-0.124347355711 0.266273974371 -2.05023827232 -38.150907119 -20.6726222928
-0.12232890407 0.27007332863 -2.06804063069 -37.9939132415 -20.8296161703
-0.120280928773 0.273772286524 -2.08485396915 -37.840074174 -20.9834552378
-0.118171054038 0.277436289925 -2.10166730761 -37.6746384186 -21.1488909931
-0.115963611283 0.281129044493 -2.11749162616 -37.5165270832 -21.3070023286
-0.113698012019 0.284786406902 -2.13331594471 -37.3456633419 -21.4778660699
-0.11137482356 0.288407461334 -2.14914026326 -37.160949825 -21.6625795867
-0.108994627641 0.291991301063 -2.16496458182 -36.9611880574 -21.8623413544
-0.106601754204 0.295477079173 -2.17979988046 -36.76280252 -22.0607268917
-0.10411628684 0.298988730038 -2.19364615919 -36.5688411294 -22.2546882824
